21062	1
13741	2
2852	3
15943	4
11271	5
22870	6
4810	7
17470	8
170	9
24575	10
19108	11
3066	12
13172	13
27349	14
6556	15
21718	16
29073	17
19679	18
27037	19
10525	20
26332	21
6020	22
21269	23
15777	24
16490	25
26068	26
5826	27
22654	28
26486	29
27478	30
25962	31
7314	32
54	33
7925	34
5316	35
19705	36
29149	37
13661	38
10942	39
22778	40
28540	41
9690	42
26554	43
23078	44
6914	45
28293	46
27956	47
11004	48
27874	49
7236	50
4276	51
24511	52
23401	53
1783	54
13765	55
6778	56
24173	57
22367	58
28370	59
8923	60
24083	61
1026	62
26401	63
1241	64
13381	65
13950	66
25513	67
25587	68
17708	69
28485	70
21261	71
26638	72
20614	73
25979	74
25833	75
29366	76
1847	77
15707	78
22603	79
10110	80
10736	81
23479	82
13728	83
5915	84
16197	85
6065	86
16552	87
3507	88
15178	89
5474	90
28244	91
6884	92
22238	93
13274	94
3653	95
11641	96
14353	97
11612	98
25271	99
427	100
17072	101
5865	102
16668	103
9787	104
9006	105
15999	106
22096	107
2755	108
9528	109
11905	110
6492	111
15314	112
15597	113
17363	114
181	115
17885	116
25383	117
6666	118
26184	119
20296	120
22239	121
12996	122
26482	123
26863	124
148	125
574	126
25365	127
21472	128
27926	129
12773	130
23793	131
28371	132
11611	133
27743	134
13554	135
11870	136
14191	137
15061	138
16568	139
11392	140
25591	141
10468	142
4869	143
5406	144
23923	145
22984	146
7002	147
16046	148
5456	149
9555	150
25464	151
19133	152
6520	153
8914	154
11427	155
14356	156
29652	157
11132	158
14227	159
5756	160
338	161
12399	162
9071	163
8735	164
6585	165
9315	166
3688	167
26004	168
8703	169
24125	170
17333	171
8937	172
16632	173
543	174
22058	175
26330	176
23149	177
18572	178
589	179
22045	180
14652	181
27123	182
20270	183
14344	184
9900	185
4524	186
15009	187
20172	188
5446	189
21216	190
15815	191
24142	192
6675	193
26308	194
23915	195
29619	196
5296	197
28234	198
6823	199
28697	200
17811	201
25210	202
13593	203
23668	204
17215	205
11783	206
25975	207
21263	208
12549	209
9423	210
16569	211
6765	212
12641	213
23211	214
5447	215
4353	216
25851	217
14518	218
11998	219
11913	220
13869	221
20774	222
20376	223
5482	224
12659	225
14560	226
26749	227
20583	228
19903	229
4360	230
3237	231
1934	232
1936	233
15826	234
3232	235
19362	236
23138	237
17218	238
26551	239
6055	240
29195	241
3117	242
17018	243
28025	244
20643	245
15396	246
3146	247
25830	248
21728	249
10954	250
3252	251
14098	252
5260	253
12596	254
4596	255
19110	256
13609	257
16681	258
11973	259
24803	260
288	261
15320	262
6207	263
20502	264
2637	265
23722	266
11253	267
25430	268
174	269
25429	270
24500	271
161	272
19294	273
27083	274
8146	275
7772	276
24829	277
1322	278
3740	279
4700	280
7788	281
19457	282
28523	283
24043	284
7117	285
23944	286
2242	287
24771	288
10915	289
15097	290
22782	291
304	292
27751	293
28676	294
19871	295
27519	296
12810	297
18983	298
10473	299
26612	300
11667	301
6191	302
25458	303
18480	304
23511	305
23482	306
14370	307
2283	308
4522	309
23873	310
22504	311
756	312
4935	313
17242	314
15342	315
27547	316
2558	317
4391	318
9036	319
8475	320
27300	321
19309	322
13061	323
401	324
21985	325
4365	326
15441	327
11932	328
14257	329
20452	330
852	331
6875	332
28846	333
3558	334
28971	335
16097	336
12534	337
3429	338
18694	339
26924	340
15825	341
11044	342
28198	343
15418	344
16106	345
21897	346
16382	347
26222	348
19966	349
7682	350
12241	351
4821	352
19062	353
23222	354
14249	355
5686	356
6873	357
17938	358
18219	359
13636	360
24763	361
4865	362
26094	363
10050	364
24825	365
707	366
25467	367
4703	368
11241	369
17807	370
23055	371
12887	372
11530	373
14390	374
18198	375
5185	376
21387	377
13192	378
17316	379
18287	380
7980	381
28830	382
4293	383
25816	384
5680	385
28563	386
19508	387
28446	388
24268	389
2965	390
28706	391
26037	392
18586	393
22921	394
24832	395
29379	396
27143	397
8269	398
19693	399
13947	400
28550	401
22838	402
13942	403
9965	404
8967	405
17959	406
5819	407
28208	408
8776	409
19796	410
14075	411
15803	412
22523	413
10375	414
21321	415
22075	416
22626	417
14684	418
6502	419
6664	420
8404	421
22236	422
24359	423
11722	424
13859	425
22134	426
12832	427
3266	428
20102	429
3180	430
7318	431
8010	432
29517	433
21108	434
6669	435
3952	436
5133	437
3852	438
11695	439
15211	440
5808	441
8321	442
17617	443
7693	444
5590	445
13256	446
22744	447
8145	448
28435	449
25368	450
2265	451
11574	452
3417	453
3048	454
10142	455
5123	456
29303	457
2516	458
29209	459
21306	460
3797	461
23887	462
22633	463
25992	464
1234	465
21305	466
23988	467
6697	468
210	469
13379	470
3734	471
19474	472
12081	473
26940	474
1217	475
15952	476
15406	477
20382	478
2656	479
22334	480
125	481
16894	482
12871	483
609	484
3731	485
15767	486
17900	487
25793	488
23609	489
18533	490
28589	491
6252	492
4497	493
20683	494
15272	495
9925	496
12198	497
6648	498
13691	499
1138	500
365	501
25634	502
1051	503
12149	504
10967	505
2363	506
9224	507
10538	508
24100	509
25922	510
10854	511
7223	512
4583	513
6828	514
25055	515
12206	516
15058	517
17231	518
13023	519
11174	520
10732	521
28058	522
16314	523
8910	524
26669	525
14309	526
15163	527
11694	528
17088	529
17914	530
5432	531
11313	532
18525	533
1771	534
16034	535
21094	536
18244	537
29597	538
15702	539
20461	540
14601	541
12166	542
15394	543
635	544
7680	545
24072	546
28147	547
3910	548
27187	549
10341	550
12431	551
3869	552
14835	553
11337	554
25123	555
28644	556
12028	557
28866	558
6159	559
18960	560
7633	561
5159	562
26162	563
22849	564
23177	565
24080	566
23428	567
10818	568
1431	569
3875	570
10130	571
9701	572
18062	573
15800	574
1074	575
22969	576
25397	577
1989	578
13712	579
11015	580
13660	581
20150	582
8411	583
4219	584
5903	585
27669	586
10257	587
22577	588
21244	589
20462	590
27456	591
25692	592
20304	593
28621	594
13344	595
2679	596
5764	597
20666	598
673	599
24739	600
12815	601
23191	602
26509	603
24773	604
20652	605
7549	606
21476	607
2158	608
5650	609
1350	610
14828	611
10299	612
11956	613
21499	614
5613	615
25857	616
22932	617
14008	618
17437	619
26338	620
11220	621
21977	622
8887	623
29725	624
484	625
499	626
21640	627
11873	628
9642	629
4067	630
14795	631
19923	632
25493	633
16335	634
4558	635
822	636
16879	637
9581	638
9766	639
9516	640
1731	641
11062	642
26648	643
21334	644
11233	645
8114	646
27574	647
26947	648
25941	649
24725	650
29243	651
25563	652
10677	653
20852	654
16740	655
9778	656
6074	657
11567	658
21694	659
23152	660
11650	661
17454	662
12030	663
28852	664
5896	665
7778	666
16538	667
7891	668
959	669
2307	670
8726	671
1264	672
20977	673
4620	674
17337	675
28350	676
16423	677
1466	678
26415	679
15104	680
5665	681
18499	682
27619	683
25255	684
27004	685
27406	686
13682	687
12371	688
26702	689
10289	690
26470	691
11117	692
4170	693
4254	694
8493	695
26075	696
19571	697
19181	698
21451	699
3820	700
28809	701
15299	702
7779	703
27058	704
25651	705
26773	706
27135	707
19137	708
7879	709
3240	710
25320	711
28291	712
19323	713
4450	714
25348	715
24161	716
6971	717
4683	718
23683	719
4479	720
23800	721
867	722
18901	723
14323	724
3724	725
21960	726
18382	727
16713	728
6167	729
8399	730
24020	731
25470	732
20545	733
26584	734
23289	735
6797	736
6100	737
12134	738
1020	739
4666	740
7032	741
20206	742
8276	743
28180	744
2033	745
22440	746
1871	747
7434	748
23561	749
633	750
15876	751
19339	752
11889	753
13149	754
8731	755
27223	756
9819	757
13499	758
3089	759
9518	760
27994	761
7461	762
21501	763
27687	764
26273	765
4112	766
23342	767
23073	768
3963	769
19159	770
1271	771
3294	772
3166	773
28918	774
13733	775
16948	776
12719	777
23193	778
11303	779
17766	780
19626	781
20786	782
2802	783
29489	784
10171	785
21806	786
4201	787
10906	788
28660	789
24232	790
1502	791
10501	792
13515	793
27714	794
9152	795
18945	796
6260	797
985	798
8532	799
4340	800
6007	801
4679	802
27677	803
25751	804
19565	805
22977	806
22429	807
23060	808
6470	809
8466	810
11716	811
1929	812
969	813
13402	814
14415	815
27451	816
26488	817
23118	818
28552	819
21509	820
11665	821
27089	822
28546	823
13775	824
4542	825
6701	826
23872	827
28365	828
5454	829
6863	830
14140	831
19171	832
24757	833
18873	834
28318	835
10980	836
19849	837
1212	838
5201	839
13921	840
791	841
25946	842
22126	843
12036	844
5947	845
140	846
10269	847
713	848
6351	849
13004	850
716	851
17203	852
27175	853
25753	854
201	855
5559	856
23393	857
21226	858
2668	859
12017	860
22990	861
11114	862
29536	863
3829	864
28045	865
6928	866
661	867
