340	180	3	8.9
393	171	7	33.58
250	103	20	10.74
101	2403	13	38.11
1722	504	3	27.91
12	4645	3	4.53
101	5009	3	4.86
101	4232	4	7.17
1439	12	7	5.57
4600	112	3	15.1
101	2746	11	32.32
2259	112	15	103.4
131	295	20	90.84
105	1762	13	48.89
1451	105	9	23.24
2535	441	3	29.77
124	1017	3	8.72
1387	3274	6	86.9
122	210	7	7.66
101	16612	3	18.35
1056	635	3	26.21
965	1711	3	31.71
961	196	4	24.86
101	3307	5	8.63
128	2606	3	15.28
129	864	3	9.07
1813	146	3	15.98
3827	104	3	6.82
103	2597	3	4.38
128	961	6	26.38
2169	208	5	43.03
103	124	76	5.9
104	735	15	31.08
101	1665	31	128.86
105	859	6	6.05
959	108	18	83.44
119	2222	3	12.03
169	170	17	64.86
537	126	3	5.94
950	12	10	7.21
114	498	5	9.43
10344	12	3	11.85
4012	112	4	21.06
403	338	3	16.6
2787	104	24	162.58
5108	14	4	9.68
854	1491	6	69.25
9786	102	6	43.91
2783	14	4	4.35
137	740	5	20.7
135	492	5	16.01
8371	994	4	62.72
108	269	7	4.16
106	1028	11	28.75
107	632	12	34.94
116	637	3	5.01
684	784	5	46.79
2278	14	8	15.08
1254	103	5	5.23
204	712	3	15.58
6303	12	4	11.63
1290	108	3	5.24
463	12	15	5.48
2813	1594	3	38.15
2485	14	6	9.17
2119	105	3	4.15
425	119	6	13.38
623	7	4	19.75
421	124	5	11.5
4151	104	7	30.29
12	1503	24	76.91
104	281	14	5.69
130	1776	6	35.02
127	259	9	21.73
218	207	6	23.27
1722	5844	4	62.33
307	135	6	15.36
179	245	3	6.32
2671	102	5	11.52
120	681	5	13.96
585	250	4	23.82
973	434	3	23.57
873	446	3	23.07
304	445	4	24.24
787	119	3	6.17
1138	105	16	52.1
191	144	4	4.53
12	2592	5	6.28
864	129	8	39.44
416	425	5	36.06
104	5922	3	10.14
1598	105	4	5.27
3645	14	6	14.2
102	1701	7	13.76
103	3683	3	6.62
3196	101	9	25.6
400	317	12	98.13
269	665	3	17.91
4419	14	4	8
3172	109	4	17.04
496	183	3	11.55
111	1396	5	16.67
6460	12	3	6.84
4114	101	3	3.85
116	1595	3	9.87
404	130	6	17.93
1350	138	7	43.46
2690	14	6	10.26
111	4997	4	23.26
3123	874	6	79.96
1051	1442	3	31.13
113	1033	12	56.57
134	679	6	24.75
857	102	37	149.74
833	578	3	24.13
5755	12	5	15.02
532	858	6	56.49
11464	104	5	37.76
114	8100	3	21.68
6784	101	5	18.6
205	1287	4	28
142	814	3	10.97
3206	165	3	22.22
235	1092	7	57.35
178	120	11	10.88
7211	102	6	32.61
102	9655	4	21.74
324	102	14	6.68
410	2878	4	42.91
2377	103	3	3.91
2339	196	4	32.36
2181	322	9	101.5
466	172	4	16.22
1425	107	5	13.94
3440	12	4	5.7
239	175	4	9.95
616	133	3	7.72
172	273	5	16.51
134	350	6	16.83
168	278	9	39.71
2407	106	4	9.68
13024	14	3	14.27
124	1185	4	14.96
150	1538	3	15.44
103	6264	4	16.72
2260	3340	7	111.96
696	488	3	22.18
279	14	85	188.51
102	2701	8	26.09
315	971	7	61.77
128	716	4	12.2
7	395	3	10.65
101	1924	17	50.65
102	6954	3	10.81
1404	102	8	14.87
8856	105	3	14.07
1937	14412	4	77.93
1359	109	3	5.82
2673	165	3	20.98
119	225	41	173.62
179	1057	3	15.59
5448	1335	3	42.46
1925	102	4	4.99
101	536	23	25.33
105	1342	6	10.28
12	940	31	85.34
284	650	20	199.71
929	529	3	24.5
1921	101	8	11.63
101	4780	9	35.43
5174	12	7	25.54
16008	14999	3	79.68
795	104	23	69.92
2837	12	22	112.94
1230	123	9	48.26
124	788	8	34.53
106	1479	6	12.87
1188	14	10	10.98
1492	107	3	5.89
6126	1650	3	44.34
4071	1068	3	38.73
1548	14	11	18.56
597	1479	3	27.84
2725	3218	3	42.8
4499	108	3	12.89
112	888	4	8.54
111	524	4	4.99
170	578	3	11.53
112	5786	3	17.17
3062	103	7	24.16
293	117	29	125.5
1730	107	3	6.64
194	1988	3	21.31
11559	14	3	12.13
265	1643	6	54.52
12	13108	3	13.99
173	3186	7	65.68
1341	122	5	21.08
11638	14	3	12.13
106	983	11	27.95
1694	104	6	11.31
1679	154	4	24.33
125	367	3	3.99
123	598	3	5.68
1001	14	9	6.37
12	2341	5	5.26
101	991	47	182.25
103	1549	5	6.71
105	1781	5	9.53
102	1162	26	102.04
101	4195	3	3.85
12	4815	3	4.89
997	104	5	3.91
3516	162	4	33.17
101	5050	3	4.86
6039	103	3	9.91
1025	107	3	3.99
698	14	17	18.65
102	1952	10	29.77
105	1580	11	34.49
2056	112	4	14.83
215	1597	3	20.91
718	104	8	7.81
123	463	4	7.94
278	140	4	8.17
424	225	6	35.41
3079	289	3	28.23
661	361	3	20.02
246	621	3	16.18
480	976	4	34.55
792	122	9	39.21
128	922	6	25.95
315	669	3	18.91
1749	16	20	169.02
12	3697	4	6.4
103	2775	3	4.74
3552	103	3	6.33
480	14	17	10.11
1501	101	9	10.99
390	1234	3	24.22
153	148	10	17.22
126	7296	3	22.81
148	5222	3	23.87
1513	102	5	5.98
1628	12	7	6.73
291	135	5	10.66
108	2395	3	8.71
106	4241	3	9.08
539	292	6	42.9
2075	106	7	22.18
175	240	5	14.45
12	8861	4	15.25
4167	104	3	7.46
1594	12	10	15.09
134	872	3	9.89
170	2254	3	19.93
172	773	3	13.35
171	889	5	28.74
171	180	6	12.52
2152	102	6	13.04
102	8663	4	19.87
107	1270	3	5.1
103	875	6	4.8
101	3388	5	8.63
578	106	8	8.47
105	970	30	130.01
103	197	28	13.95
16	484	10	41.3
103	2548	4	7.59
1172	743	6	64.66
1098	106	4	3.95
656	12	15	11.57
120	1775	4	16.79
126	1033	7	33.44
8589	104	4	20.79
7825	274	8	122.42
12	409	18	7.91
105	1875	27	157.12
600	106	10	14.85
12	2271	9	18.27
1411	162	3	16.6
1059	12	14	19.45
1435	105	7	14.77
113	6965	4	28.49
443	1315	4	36.44
5304	14	3	5.54
195	346	4	16.42
146	666	5	21.84
115	673	4	8.5
2311	101	7	11.21
5611	14	3	6
4680	145	6	55.12
8	6102	4	35.21
3323	104	4	10.18
225	199	6	22.84
768	103	21	57.13
198	138	12	34.82
116	124	74	155.48
496	138	4	12.51
174	1378	4	24.83
176	132	12	22.32
1761	106	3	3.84
110	1329	3	6.55
876	178	3	14.33
5124	14	4	9.68
6146	101	4	10.72
149	492	3	8.86
2799	14	8	18.73
304	365	3	15.15
101	2941	4	4.5
12	2577	5	6.28
733	12	12	7.53
104	1685	6	11.09
12656	12	4	24.52
102	4156	7	28.72
132	214	17	58.47
101	498	24	25.55
962	105	5	4.57
438	9781	3	40.91
181	344	3	9
4262	14	3	4.11
335	178	6	24.99
3344	109	3	11.28
253	106	17	13.13
450	5232	3	35.36
161	224	3	5.1
101	1986	9	15.8
105	668	6	3.96
3006	1070	3	36.23
2113	115	8	46.22
4605	14	3	4.76
105	2371	4	8.31
2262	14	7	11.47
5630	102	3	8.93
307	179	3	8.24
10010	12	3	10.36
1532	14	12	22.18
3347	433	4	44.76
105	3494	6	22.42
12	2875	8	18.67
103	2007	4	5.79
12	184	115	133.89
101	800	19	27.42
547	175	5	24.11
12	6744	3	7.51
182	101	234	564.42
342	429	7	51.65
179	282	3	7.66
218	134	7	13.59
252	544	3	15.85
101	3655	20	122.33
101	1165	12	15.41
9580	12	3	10.36
103	606	12	15.19
1690	14	9	13.59
129	700	8	35.83
102	4198	3	6.84
1027	575	3	25.41
8121	14	3	9.48
2497	135	4	24.3
1404	206	3	19.67
129	2339	3	14.99
105	703	6	4.36
2053	14	9	17.07
153	600	5	22.18
119	335	14	44.97
1020	470	3	24.26
262	140	3	4.22
2752	12	7	13.92
110	463	13	38.78
141	1546	3	14.59
12779	15881	3	75.18
144	457	9	42.66
117	1921	3	11.02
1257	133	4	17.97
239	131	4	4.31
498	2665	9	115.28
227	127	10	22.24
674	107	4	4.55
4345	12	3	4.19
112	2110	4	15.04
538	182	7	39.18
8	519	3	8.35
117	565	32	192.96
465	358	16	150.87
146	7959	3	27.17
4043	2922	3	45.49
115	5975	3	18.9
116	142	17	13.39
1219	101	22	55.5
119	2136	3	11.87
119	544	3	4.33
129	139	22	39.23
102	2133	8	21.87
101	7277	4	12.58
897	112	9	33.06
104	7240	3	11.48
869	101	20	33.72
447	700	3	21.68
1520	12605	3	52.24
127	534	4	9.98
188	117	26	67.92
13712	104	3	18.2
555	503	8	72.05
182	394	9	49.44
148	350	9	38.13
3424	12	4	5.7
104	3810	3	6.82
664	123	4	10.37
101	2465	6	8.64
104	3644	3	6.54
416	154	30	225.23
1086	16	3	9.92
185	309	9	44.89
17192	12	3	18.39
184	424	5	22.84
150	444	4	13.41
1630	167	6	43.69
1400	101	14	26.22
2011	123	3	12.49
712	833	4	36.35
142	313	4	9.34
1006	122	5	18.21
117	4182	3	16.41
2447	12	5	5.74
464	519	7	59.26
2	3165	13	102.84
116	719	12	53.63
166	636	3	12.04
107	722	8	19.4
535	127	4	9.98
110	904	5	12.26
113	508	7	16.25
799	14	9	4.01
563	131	6	21.36
12	9431	4	17.07
101	9827	4	17.02
5190	12	3	5.3
7806	112	4	28.9
4741	106	3	9.85
2853	12	6	10.6
328	408	7	50.34
2	169	11	6.37
174	494	4	16.74
108	1463	10	42.32
4701	12	3	4.53
137	2235	3	15.99
6160	108	3	15.35
110	5157	4	23.47
296	2824	3	27.85
117	624	3	4.86
400	102	20	26.88
498	1858	18	244.62
1342	107	3	5.34
140	316	4	9.16
5721	249	3	31.21
111	3166	3	12.37
113	1838	3	9.33
268	145	6	16.99
115	3821	4	22.87
296	101	62	102.97
1900	110	3	8.63
145	158	6	6.65
1195	1689	3	32.96
3873	12	4	6.79
107	1741	4	10.95
195	831	3	15.98
6995	1564	6	102.63
7603	114	4	30.55
3957	12	4	6.79
889	102	7	6.59
174	117	9	5.34
115	814	5	14.39
1964	147	3	16.68
528	203	5	28.08
102	2529	7	19.84
129	505	9	36.94
157	1663	3	16.91
101	7675	4	13.76
119	159	17	23.31
120	542	5	12.02
276	1167	11	108.44
907	755	3	26.49
11451	101	3	11.81
152	166	12	31.41
8373	12	6	31.14
105	2230	3	4.29
102	910	24	77.07
104	127	161	166.61
101	4664	3	4.49
4212	12	3	3.88
101	3082	5	7.85
701	114	3	4.68
599	915	3	25
3671	129	3	18.11
122	1143	4	13.89
1264	8	7	43.33
4639	12	4	8.18
455	177	6	29.33
12	2727	4	3.85
12	1009	9	5.83
128	1182	3	10.32
314	2987	3	28.5
1474	172	3	17.13
4635	105	4	14.34
1408	109	3	5.91
105	8513	3	14.07
101	9768	3	10.32
115	1087	4	11.87
106	1819	20	104.39
703	102	8	6.24
3525	9421	3	54.45
134	335	3	4.58
1632	174	7	53.86
1762	1571	3	34.82
144	340	5	14.6
